2025-03-08T13:00:00.054 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:35.444 +0530 [V]  - Music active, INFO
2025-03-08T13:09:36.441 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:36.443 +0530 [V]  - Music active, INFO
2025-03-08T13:09:37.441 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:37.441 +0530 [V]  - Music active, INFO
2025-03-08T13:09:38.441 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:38.441 +0530 [V]  - Music active, INFO
2025-03-08T13:09:39.443 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:39.444 +0530 [V]  - Music active, INFO
2025-03-08T13:09:40.443 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:40.445 +0530 [V]  - Music active, INFO
2025-03-08T13:09:41.443 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:41.445 +0530 [V]  - Music active, INFO
2025-03-08T13:09:42.445 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:42.445 +0530 [V]  - Music active, INFO
2025-03-08T13:09:43.445 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:43.446 +0530 [V]  - Music active, INFO
2025-03-08T13:09:44.447 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:44.448 +0530 [V]  - Music active, INFO
2025-03-08T13:09:45.445 +0530 [V]  - Music active, INFO
2025-03-08T13:09:45.444 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:46.447 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:46.448 +0530 [V]  - Music active, INFO
2025-03-08T13:09:47.447 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:47.448 +0530 [V]  - Music active, INFO
2025-03-08T13:09:48.447 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:48.449 +0530 [V]  - Music active, INFO
2025-03-08T13:09:49.449 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:49.451 +0530 [V]  - Music active, INFO
2025-03-08T13:09:50.448 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:50.448 +0530 [V]  - Music active, INFO
2025-03-08T13:09:51.448 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:51.450 +0530 [V]  - Music active, INFO
2025-03-08T13:09:52.449 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:52.450 +0530 [V]  - Music active, INFO
2025-03-08T13:09:53.452 +0530 [V]  - Music active, INFO
2025-03-08T13:09:53.451 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:54.454 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:54.455 +0530 [V]  - Music active, INFO
2025-03-08T13:09:55.451 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:55.452 +0530 [V]  - Music active, INFO
2025-03-08T13:09:56.452 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:56.453 +0530 [V]  - Music active, INFO
2025-03-08T13:09:57.450 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:57.450 +0530 [V]  - Music active, INFO
2025-03-08T13:09:58.452 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:09:58.453 +0530 [V]  - Music active, INFO
2025-03-08T13:09:59.455 +0530 [V]  - Music active, INFO
2025-03-08T13:09:59.455 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:00.455 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:00.457 +0530 [V]  - Music active, INFO
2025-03-08T13:10:01.454 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:01.455 +0530 [V]  - Music active, INFO
2025-03-08T13:10:02.455 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:02.456 +0530 [V]  - Music active, INFO
2025-03-08T13:10:03.454 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:03.455 +0530 [V]  - Music active, INFO
2025-03-08T13:10:04.456 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:04.457 +0530 [V]  - Music active, INFO
2025-03-08T13:10:05.457 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:05.458 +0530 [V]  - Music active, INFO
2025-03-08T13:10:06.458 +0530 [V]  - Music active, INFO
2025-03-08T13:10:06.457 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:07.459 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:07.461 +0530 [V]  - Music active, INFO
2025-03-08T13:10:08.458 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:08.460 +0530 [V]  - Music active, INFO
2025-03-08T13:10:09.459 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:09.460 +0530 [V]  - Music active, INFO
2025-03-08T13:10:10.461 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:10.461 +0530 [V]  - Music active, INFO
2025-03-08T13:10:11.461 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:11.463 +0530 [V]  - Music active, INFO
2025-03-08T13:10:12.461 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:12.462 +0530 [V]  - Music active, INFO
2025-03-08T13:10:13.461 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:13.463 +0530 [V]  - Music active, INFO
2025-03-08T13:10:14.464 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:14.465 +0530 [V]  - Music active, INFO
2025-03-08T13:10:15.464 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:15.465 +0530 [V]  - Music active, INFO
2025-03-08T13:10:16.464 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:16.464 +0530 [V]  - Music active, INFO
2025-03-08T13:10:17.464 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:17.465 +0530 [V]  - Music active, INFO
2025-03-08T13:10:18.465 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:18.466 +0530 [V]  - Music active, INFO
2025-03-08T13:10:19.466 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:19.466 +0530 [V]  - Music active, INFO
2025-03-08T13:10:20.466 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:20.467 +0530 [V]  - Music active, INFO
2025-03-08T13:10:21.467 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:21.469 +0530 [V]  - Music active, INFO
2025-03-08T13:10:22.467 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:22.468 +0530 [V]  - Music active, INFO
2025-03-08T13:10:23.467 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:23.468 +0530 [V]  - Music active, INFO
2025-03-08T13:10:24.468 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:24.468 +0530 [V]  - Music active, INFO
2025-03-08T13:10:25.470 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:25.472 +0530 [V]  - Music active, INFO
2025-03-08T13:10:26.473 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:26.474 +0530 [V]  - Music active, INFO
2025-03-08T13:10:27.475 +0530 [V]  - Music active, INFO
2025-03-08T13:10:27.474 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:28.475 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:28.476 +0530 [V]  - Music active, INFO
2025-03-08T13:10:29.475 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:29.476 +0530 [V]  - Music active, INFO
2025-03-08T13:10:30.477 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:30.478 +0530 [V]  - Music active, INFO
2025-03-08T13:10:31.477 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:31.478 +0530 [V]  - Music active, INFO
2025-03-08T13:10:32.477 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:32.478 +0530 [V]  - Music active, INFO
2025-03-08T13:10:33.478 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:33.479 +0530 [V]  - Music active, INFO
2025-03-08T13:10:34.480 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:34.481 +0530 [V]  - Music active, INFO
2025-03-08T13:10:35.480 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:35.482 +0530 [V]  - Music active, INFO
2025-03-08T13:10:36.481 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:36.482 +0530 [V]  - Music active, INFO
2025-03-08T13:10:37.482 +0530 [V]  - Music active, INFO
2025-03-08T13:10:37.481 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:38.483 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:38.484 +0530 [V]  - Music active, INFO
2025-03-08T13:10:39.485 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:39.486 +0530 [V]  - Music active, INFO
2025-03-08T13:10:40.485 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:40.486 +0530 [V]  - Music active, INFO
2025-03-08T13:10:41.485 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:41.486 +0530 [V]  - Music active, INFO
2025-03-08T13:10:42.487 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:42.488 +0530 [V]  - Music active, INFO
2025-03-08T13:10:43.488 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:43.489 +0530 [V]  - Music active, INFO
2025-03-08T13:10:44.487 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:44.489 +0530 [V]  - Music active, INFO
2025-03-08T13:10:45.488 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:45.490 +0530 [V]  - Music active, INFO
2025-03-08T13:10:46.488 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:46.488 +0530 [V]  - Music active, INFO
2025-03-08T13:10:47.491 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:47.492 +0530 [V]  - Music active, INFO
2025-03-08T13:10:48.492 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:48.493 +0530 [V]  - Music active, INFO
2025-03-08T13:10:49.491 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:49.492 +0530 [V]  - Music active, INFO
2025-03-08T13:10:50.493 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:50.494 +0530 [V]  - Music active, INFO
2025-03-08T13:10:51.495 +0530 [V]  - Music active, INFO
2025-03-08T13:10:51.494 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:52.495 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:52.497 +0530 [V]  - Music active, INFO
2025-03-08T13:10:53.495 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:53.496 +0530 [V]  - Music active, INFO
2025-03-08T13:10:54.495 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:10:54.498 +0530 [V]  - Music active, INFO
2025-03-08T13:10:54.748 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:10:54.748 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:10:54.749 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=2, INFO
2025-03-08T13:10:54.750 +0530 [V]  - Music active, INFO
2025-03-08T13:10:54.751 +0530 [V]  - lastTime 1741419654748, INFO
2025-03-08T13:10:54.751 +0530 [V]  - Music Controller onPlaybackStateChanged PlaybackState.STATE_PAUSED, INFO
2025-03-08T13:10:54.757 +0530 [V]  - {"album":"Download","artist":"\u003cunknown\u003e","current":271489,"duration":423993,"playState":"PAUSE","title":"Ayyappa Swamy Special Songs  Pallikattu Sabarimalaiki  Telugu Devotional Songs  Devotional  TV"}, INFO
2025-03-08T13:10:54.765 +0530 [V]  - MusicControl updateTrack(), INFO
2025-03-08T13:10:54.995 +0530 [V]  - lastNotificationReceivedTime = 1741419654994, INFO
2025-03-08T13:10:54.996 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:10:55.004 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:10:55.006 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:10:55.006 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:10:55.009 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:10:55.011 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:11:23.710 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:11:23.710 +0530 [V]  - lastNotificationReceivedTime = 1741419683708, INFO
2025-03-08T13:11:23.715 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:11:23.718 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:11:23.720 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:11:23.724 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:11:23.725 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:11:23.729 +0530 [V]  - lastNotificationReceivedTime = 1741419683729, INFO
2025-03-08T13:11:23.732 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:11:23.735 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:11:23.737 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:11:23.738 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:11:23.744 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:11:23.744 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:11:23.757 +0530 [V]  - Notification: id-1 sent to linwear, INFO
2025-03-08T13:11:53.901 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=2, INFO
2025-03-08T13:11:53.902 +0530 [V]  - Music active, INFO
2025-03-08T13:11:54.010 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:11:54.011 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:54.011 +0530 [V]  - Music active, INFO
2025-03-08T13:11:54.011 +0530 [V]  - Music Controller onPlaybackStateChanged PlaybackState.STATE_PLAYING, INFO
2025-03-08T13:11:54.012 +0530 [V]  - {"album":"Download","artist":"\u003cunknown\u003e","current":271627,"duration":423993,"playState":"PLAYING","title":"Ayyappa Swamy Special Songs  Pallikattu Sabarimalaiki  Telugu Devotional Songs  Devotional  TV"}, INFO
2025-03-08T13:11:54.012 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:11:54.012 +0530 [V]  - MusicControl updateTrack(), INFO
2025-03-08T13:11:54.252 +0530 [V]  - lastNotificationReceivedTime = 1741419714251, INFO
2025-03-08T13:11:54.253 +0530 [V]  - Music controllers is not empty, INFO
2025-03-08T13:11:54.255 +0530 [V]  - Music filters passed, INFO
2025-03-08T13:11:54.257 +0530 [V]  - Music onMetadataChanged data: true && true, INFO
2025-03-08T13:11:54.257 +0530 [V]  - Music onMetadataChanged, INFO
2025-03-08T13:11:54.260 +0530 [V]  - Music playing from media.music.musicplayer, INFO
2025-03-08T13:11:54.261 +0530 [V]  - maySetupMediaSessionController active, INFO
2025-03-08T13:11:54.896 +0530 [V]  - Music active, INFO
2025-03-08T13:11:54.896 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:55.897 +0530 [V]  - Music active, INFO
2025-03-08T13:11:55.897 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:56.898 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:56.899 +0530 [V]  - Music active, INFO
2025-03-08T13:11:57.900 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:57.901 +0530 [V]  - Music active, INFO
2025-03-08T13:11:58.900 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:58.901 +0530 [V]  - Music active, INFO
2025-03-08T13:11:59.901 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:11:59.902 +0530 [V]  - Music active, INFO
2025-03-08T13:12:00.902 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:00.903 +0530 [V]  - Music active, INFO
2025-03-08T13:12:01.902 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:01.904 +0530 [V]  - Music active, INFO
2025-03-08T13:12:02.903 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:02.904 +0530 [V]  - Music active, INFO
2025-03-08T13:12:03.902 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:03.903 +0530 [V]  - Music active, INFO
2025-03-08T13:12:04.903 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:04.904 +0530 [V]  - Music active, INFO
2025-03-08T13:12:05.904 +0530 [V]  - Music active, INFO
2025-03-08T13:12:05.904 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:06.904 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:06.905 +0530 [V]  - Music active, INFO
2025-03-08T13:12:07.905 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:07.906 +0530 [V]  - Music active, INFO
2025-03-08T13:12:08.909 +0530 [V]  - Music active, INFO
2025-03-08T13:12:08.907 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:09.908 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:09.909 +0530 [V]  - Music active, INFO
2025-03-08T13:12:10.906 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:10.907 +0530 [V]  - Music active, INFO
2025-03-08T13:12:11.909 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:11.910 +0530 [V]  - Music active, INFO
2025-03-08T13:12:12.910 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:12.911 +0530 [V]  - Music active, INFO
2025-03-08T13:12:13.911 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:13.913 +0530 [V]  - Music active, INFO
2025-03-08T13:12:14.911 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:14.912 +0530 [V]  - Music active, INFO
2025-03-08T13:12:15.913 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:15.914 +0530 [V]  - Music active, INFO
2025-03-08T13:12:16.913 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:16.913 +0530 [V]  - Music active, INFO
2025-03-08T13:12:17.911 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:17.911 +0530 [V]  - Music active, INFO
2025-03-08T13:12:18.913 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:18.914 +0530 [V]  - Music active, INFO
2025-03-08T13:12:19.913 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:19.914 +0530 [V]  - Music active, INFO
2025-03-08T13:12:20.915 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:20.917 +0530 [V]  - Music active, INFO
2025-03-08T13:12:21.915 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:21.917 +0530 [V]  - Music active, INFO
2025-03-08T13:12:22.916 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:22.917 +0530 [V]  - Music active, INFO
2025-03-08T13:12:23.917 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:23.918 +0530 [V]  - Music active, INFO
2025-03-08T13:12:24.917 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:24.919 +0530 [V]  - Music active, INFO
2025-03-08T13:12:25.918 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:25.919 +0530 [V]  - Music active, INFO
2025-03-08T13:12:26.918 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:26.919 +0530 [V]  - Music active, INFO
2025-03-08T13:12:27.919 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:27.920 +0530 [V]  - Music active, INFO
2025-03-08T13:12:28.920 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:28.921 +0530 [V]  - Music active, INFO
2025-03-08T13:12:29.921 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:29.922 +0530 [V]  - Music active, INFO
2025-03-08T13:12:30.922 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:30.923 +0530 [V]  - Music active, INFO
2025-03-08T13:12:31.922 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:31.924 +0530 [V]  - Music active, INFO
2025-03-08T13:12:32.923 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:32.924 +0530 [V]  - Music active, INFO
2025-03-08T13:12:33.925 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:33.926 +0530 [V]  - Music active, INFO
2025-03-08T13:12:34.925 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:34.926 +0530 [V]  - Music active, INFO
2025-03-08T13:12:35.926 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:35.927 +0530 [V]  - Music active, INFO
2025-03-08T13:12:36.927 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:36.929 +0530 [V]  - Music active, INFO
2025-03-08T13:12:37.926 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:37.927 +0530 [V]  - Music active, INFO
2025-03-08T13:12:38.930 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:38.931 +0530 [V]  - Music active, INFO
2025-03-08T13:12:39.929 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:39.930 +0530 [V]  - Music active, INFO
2025-03-08T13:12:40.929 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:40.930 +0530 [V]  - Music active, INFO
2025-03-08T13:12:41.929 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:41.931 +0530 [V]  - Music active, INFO
2025-03-08T13:12:42.930 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:42.933 +0530 [V]  - Music active, INFO
2025-03-08T13:12:43.930 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:43.931 +0530 [V]  - Music active, INFO
2025-03-08T13:12:44.931 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:44.933 +0530 [V]  - Music active, INFO
2025-03-08T13:12:45.932 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:45.933 +0530 [V]  - Music active, INFO
2025-03-08T13:12:46.933 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:46.934 +0530 [V]  - Music active, INFO
2025-03-08T13:12:47.932 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:47.933 +0530 [V]  - Music active, INFO
2025-03-08T13:12:48.935 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:48.936 +0530 [V]  - Music active, INFO
2025-03-08T13:12:49.932 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:49.932 +0530 [V]  - Music active, INFO
2025-03-08T13:12:50.937 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:50.938 +0530 [V]  - Music active, INFO
2025-03-08T13:12:51.936 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:51.937 +0530 [V]  - Music active, INFO
2025-03-08T13:12:52.937 +0530 [V]  - Music active, INFO
2025-03-08T13:12:52.936 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:53.941 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:53.941 +0530 [V]  - Music active, INFO
2025-03-08T13:12:54.938 +0530 [V]  - Music active, INFO
2025-03-08T13:12:54.937 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:55.936 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:55.937 +0530 [V]  - Music active, INFO
2025-03-08T13:12:56.940 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:56.941 +0530 [V]  - Music active, INFO
2025-03-08T13:12:57.939 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
2025-03-08T13:12:57.940 +0530 [V]  - Music active, INFO
2025-03-08T13:12:58.939 +0530 [V]  - Music Controller onPlaybackStateChanged state.state=3, INFO
